class,order,family,type.status,distribution,record.status,number,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,canonical
Insecta,Siphonaptera,Leptopsyllidae,NA,"United States (Colorado, Montana, New Mexico)","Reviewed, 2011, Submitted by F. Shockley, SI.",968,Peromyscopsylla,NA,hamifer,vigens,"Jordan, 1937,",Peromyscopsylla hamifer vigens
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Alaska),"Reviewed, 2011, Submitted by F. Shockley, SI.",969,Thrassis,NA,acamantis,pristinus,"Stark, 1957,",Thrassis acamantis pristinus
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (California, Colorado)","Reviewed, 2011, Submitted by F. Shockley, SI.",970,Thrassis,NA,aridis,campestris,"Prince, 1944,",Thrassis aridis campestris
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Washington),"Reviewed, 2011, Submitted by F. Shockley, SI.",971,Thrassis,NA,bacchi,johnsoni,"Hubbard, 1949,",Thrassis bacchi johnsoni
Insecta,Siphonaptera,Ceratophyllidae,NA,United States (Arizona),"Reviewed, 2011, Submitted by F. Shockley, SI.",972,Thrassis,NA,bacchi,pansus,"Jordan, 1925,",Thrassis bacchi pansus
Insecta,Siphonaptera,Ceratophyllidae,NA,"United States (Colorado, New Mexico)","Reviewed, 2011, Submitted by F. Shockley, SI.",973,Thrassis,NA,fotus,NA,"Jordan, 1925,",Thrassis fotus
Insecta,Siphonaptera,Leptopsyllidae,NA,United States (Montana),"Reviewed, 2011, Submitted by F. Shockley, SI.",975,Peromyscopsylla,NA,hesperomys,ravalliensis,"Dunn, 1923,",Peromyscopsylla hesperomys ravalliensis
Insecta,Siphonaptera,Leptopsyllidae,NA,United States (Alaska),"Reviewed, 2011, Submitted by F. Shockley, SI.",976,Peromyscopsylla,NA,ostsibirica,NA,"Scalon, 1936,",Peromyscopsylla ostsibirica
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Iowa, Maine, Massachusetts, New Hampshire, New York, Vermont)","Reviewed, 2011, Submitted by F. Shockley, SI.",978,Nearctopsylla,(Beringopsylla),genalis,NA,",",Nearctopsylla genalis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (Washington),"Reviewed, 2011, Submitted by F. Shockley, SI.",979,Nearctopsylla,(Beringopsylla),traubi,NA,"Hubbard, 1949,",Nearctopsylla traubi
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (California, Montana, Utah)","Reviewed, 2011, Submitted by F. Shockley, SI.",980,Phalacropsylla,NA,allos,NA,"Wagner, 1936,",Phalacropsylla allos
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (Arizona),"Reviewed, 2011, Submitted by F. Shockley, SI.",981,Phalacropsylla,NA,paradisea,NA,"Rothschild, 1915,",Phalacropsylla paradisea
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (New Mexico),"Reviewed, 2011, Submitted by F. Shockley, SI.",984,Rhadinopsylla,(Actenophthalmus),multidenticulata,NA,"Morlan & Prince, 1954,",Rhadinopsylla multidenticulata
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Arizona, Nebraska, Nevada, Utah, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.",985,Anomiopsyllus,NA,amphibolus,NA,"Wagner, 1936,",Anomiopsyllus amphibolus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (California),"Reviewed, 2011, Submitted by F. Shockley, SI.",986,Anomiopsyllus,NA,falsicalifornicus,congruens,"Stewart, 1940,",Anomiopsyllus falsicalifornicus congruens
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Colorado, New Mexico)","Reviewed, 2011, Submitted by F. Shockley, SI.",987,Anomiopsyllus,NA,nudatus,mexicanus,"Holland, 1965,",Anomiopsyllus nudatus mexicanus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Arizona, Colorado, Kansas, Nebraska, New Mexico, Utah, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.",988,Anomiopsyllus,NA,nudatus,NA,",",Anomiopsyllus nudatus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Arizona, California, New Mexico, Utah)","Reviewed, 2011, Submitted by F. Shockley, SI.",990,Atyphloceras,NA,echis,echis,"Jordan & Rothschild, 1915,",Atyphloceras echis echis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (California),"Reviewed, 2011, Submitted by F. Shockley, SI.",991,Atyphloceras,NA,echis,longipalpus,"Stewart, 1940,",Atyphloceras echis longipalpus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Colorado, Montana, Nevada, Oregon, Utah)","Reviewed, 2011, Submitted by F. Shockley, SI.",993,Callistopsyllus,NA,terinus,terinus,"Rothschild, 1905,",Callistopsyllus terinus terinus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (Alaska),"Reviewed, 2011, Submitted by F. Shockley, SI.",994,Catallagia,NA,dacenkoi,fulleri,"Holland, 1951,",Catallagia dacenkoi fulleri
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (California, Oregon)","Reviewed, 2011, Submitted by F. Shockley, SI.",995,Catallagia,NA,sculleni,chamberlini,"Hubbard, 1940,",Catallagia sculleni chamberlini
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (Oregon),"Reviewed, 2011, Submitted by F. Shockley, SI.",996,Catallagia,NA,sculleni,sculleni,"Hubbard, 1940,",Catallagia sculleni sculleni
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (California, Oregon)","Reviewed, 2011, Submitted by F. Shockley, SI.",997,Catallagia,NA,sculleni,NA,",",Catallagia sculleni
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Michigan, New York, South Carolina)","Reviewed, 2011, Submitted by F. Shockley, SI.",999,Conorhinopsylla,NA,stanfordi,NA,"Stewart, 1930,",Conorhinopsylla stanfordi
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (California, Oregon, Washington)","Reviewed, 2011, Submitted by F. Shockley, SI.",1000,Corrodopsylla,NA,curvata,obtusata,"Wagner, 1929,",Corrodopsylla curvata obtusata
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (Montana),"Reviewed, 2011, Submitted by F. Shockley, SI.",1001,Corrodopsylla,NA,curvata,NA,",",Corrodopsylla curvata
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (Illinois),"Reviewed, 2011, Submitted by F. Shockley, SI.",1002,Corrodopsylla,NA,hamiltoni,NA,"Traub, 1944,",Corrodopsylla hamiltoni
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (California, Oregon)","Reviewed, 2011, Submitted by F. Shockley, SI.",1003,Corypsylla,NA,jordani,NA,"Hubbard, 1940,",Corypsylla jordani
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (Washington),"Reviewed, 2011, Submitted by F. Shockley, SI.",1005,Delotelis,NA,hollandi,NA,"Smit, 1952,",Delotelis hollandi
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (Arkansas),"Reviewed, 2011, Submitted by F. Shockley, SI.",1006,Epitedia,NA,neotomae,NA,"Jameson, 1946,",Epitedia neotomae
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Montana, Washington)","Reviewed, 2011, Submitted by F. Shockley, SI.",1007,Epitedia,NA,scapani,NA,"Wagner, 1936,",Epitedia scapani
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (California, Nevada, New Mexico, Oregon, Washington)","Reviewed, 2011, Submitted by F. Shockley, SI.",1008,Hystrichopsylla,NA,dippiei,dippiei,"Rothschild, 1902,",Hystrichopsylla dippiei dippiei
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (California, Montana, New Mexico, Oregon, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.",1009,Hystrichopsylla,NA,dippiei,NA,",",Hystrichopsylla dippiei
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Alaska, California, Colorado, Oregon)","Reviewed, 2011, Submitted by F. Shockley, SI.",1010,Hystrichopsylla,NA,occidentalis,occidentalis,"Holland, 1949,",Hystrichopsylla occidentalis occidentalis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (California, Oregon)","Reviewed, 2011, Submitted by F. Shockley, SI.",1011,Hystrichopsylla,NA,schefferi,NA,"Chapin, 1919,",Hystrichopsylla schefferi
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Arizona, Colorado, New Mexico, Texas)","Reviewed, 2011, Submitted by F. Shockley, SI.",1013,Megarthroglossus,NA,bisetis,NA,"Jordan & Rothschild, 1915,",Megarthroglossus bisetis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (California),"Reviewed, 2011, Submitted by F. Shockley, SI.",1014,Megarthroglossus,NA,jamesoni,NA,"Smit, 1953,",Megarthroglossus jamesoni
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Nebraska, Nevada, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.",1015,Megarthroglossus,NA,procus,NA,"Jordan & Rothschild, 1915,",Megarthroglossus procus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (California),"Reviewed, 2011, Submitted by F. Shockley, SI.",1016,Megarthroglossus,NA,sierrae,NA,"Augustson, 1953,",Megarthroglossus sierrae
Insecta,Siphonaptera,Hystrichopsyllidae,NA,United States (Washington),"Reviewed, 2011, Submitted by F. Shockley, SI.",1017,Megarthroglossus,NA,spenceri,NA,"Wagner, 1936,",Megarthroglossus spenceri
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (New Mexico, Texas)","Reviewed, 2011, Submitted by F. Shockley, SI.",1018,Meringis,NA,bilsingi,NA,"Eads & Menzies, 1949,",Meringis bilsingi
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (California, Nevada)","Reviewed, 2011, Submitted by F. Shockley, SI.",1019,Meringis,NA,californicus,NA,"Augustson, 1953,",Meringis californicus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (California, Nevada)","Reviewed, 2011, Submitted by F. Shockley, SI.",1020,Meringis,NA,deserti,NA,"Augustson, 1953,",Meringis deserti
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Arizona, California, Colorado, Idaho, Nevada, New Mexico, Oregon, Utah, Washington)","Reviewed, 2011, Submitted by F. Shockley, SI.",1021,Rhadinopsylla,(Micropsylla),sectilis,sectilis,"Jordan & Rothschild, 1923,",Rhadinopsylla sectilis sectilis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (California, Colorado, Montana, Nevada, New Mexico, Oregon, Utah, Washington)","Reviewed, 2011, Submitted by F. Shockley, SI.",1022,Rhadinopsylla,(Micropsylla),sectilis,NA,",",Rhadinopsylla sectilis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"United States (Massachusetts, Michigan, New Hampshire, Vermont, Wisconsin)","Reviewed, 2011, Submitted by F. Shockley, SI.",1024,Tamiophila,NA,grandis,NA,"Rothschild, 1902,",Tamiophila grandis
Insecta,Siphonaptera,Rhopalopsyllidae,NA,United States (Texas),"Reviewed, 2011, Submitted by F. Shockley, SI.",1026,Rhopalopsyllus,NA,sigmodoni,NA,"Stewart,",Rhopalopsyllus sigmodoni
Insecta,Siphonaptera,Pulicidae,NA,"United States (Arizona, California, Colorado, Idaho, Montana, Nebraska, Nevada, New Mexico, Oregon, Utah, Washington, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.",1027,Cediopsylla,NA,inaequalis,inaequalis,"Baker, 1895,",Cediopsylla inaequalis inaequalis
Insecta,Siphonaptera,Pulicidae,NA,"United States (Arizona, California, Idaho, Montana, Nevada, New Mexico, Oregon, Utah, Washington, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.",1028,Cediopsylla,NA,inaequalis,interrupta,"Jordan, 1925,",Cediopsylla inaequalis interrupta
Insecta,Siphonaptera,Pulicidae,NA,"United States (California, Montana)","Reviewed, 2011, Submitted by F. Shockley, SI.",1029,Euhoplopsyllus,NA,glacialis,NA,",",Euhoplopsyllus glacialis
Insecta,Siphonaptera,Vermipsyllidae,NA,"United States (Florida, Illinois, Kansas, Maryland, Michigan, Nebraska, New York, North Carolina, West Virginia)","Reviewed, 2011, Submitted by F. Shockley, SI.",1032,Chaetopsylla,(Chaetopsylla),lotoris,NA,"Stewart, 1926,",Chaetopsylla lotoris
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",1034,Adoratopsylla,NA,antiquorum,recta,"Tipton & 1972,",Adoratopsylla antiquorum recta
Insecta,Siphonaptera,Pygiopsyllidae,NA,Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",1035,Ctenidiosomus,NA,perplexus,NA,"Tipton & 1972,",Ctenidiosomus perplexus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",1036,Adoratopsylla,(Adoratopsylla),antiquorum,discreta,"Jordan, 1926,",Adoratopsylla antiquorum discreta
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",1037,Adoratopsylla,(Adoratopsylla),dilecta,NA,"Jordan, 1938,",Adoratopsylla dilecta
Insecta,Siphonaptera,Stephanocircidae,NA,Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",1038,Cleopsylla,NA,monticolla,NA,"Smit, 1953,",Cleopsylla monticolla
Insecta,Siphonaptera,Stephanocircidae,NA,Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",1039,Plocopsylla,NA,ulysses,NA,"Hopkins, 1951,",Plocopsylla ulysses
Insecta,Siphonaptera,Stephanocircidae,NA,Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",1040,Sphinctopsylla,NA,tolmera,NA,"Jordan, 1931,",Sphinctopsylla tolmera
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",1041,Polygenis,(Polygenis),bohlsi,bohlsi,"Wagner, 1901,",Polygenis bohlsi bohlsi
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",1042,Polygenis,(Polygenis),peronis,NA,"Jordan & Rothschild, 1923,",Polygenis peronis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Vietnam,"Reviewed, 2011, Submitted by F. Shockley, SI.",1043,Neopsylla,NA,avida,NA,"Jordan, 1931,",Neopsylla avida
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Vietnam,"Reviewed, 2011, Submitted by F. Shockley, SI.",1044,Neopsylla,NA,tricata,NA,"Jordan, 1931,",Neopsylla tricata
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Zaire,"Reviewed, 2011, Submitted by F. Shockley, SI.",1045,Ctenophthalmus,(Ethioctenophthalmus),ansorgei,catanganus,"Jordan, 1936,",Ctenophthalmus ansorgei catanganus
Insecta,Siphonaptera,Ceratophyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",61,Megabothris,NA,,,",",Megabothris
Insecta,Siphonaptera,Ceratophyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",64,Mioctenopsylla,NA,,,",",Mioctenopsylla
Insecta,Siphonaptera,Ceratophyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",67,Nosopsyllus,(Nosopsyllus),,,",",Nosopsyllus
Insecta,Siphonaptera,Ischnopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",78,Araeopsylla,NA,,,",",Araeopsylla
Insecta,Siphonaptera,Ceratophyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",91,Nosopsyllus,NA,,,",",Nosopsyllus
Insecta,Siphonaptera,Ischnopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",113,Chiropteropsylla,NA,,,",",Chiropteropsylla
Insecta,Siphonaptera,Ischnopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",114,Hormopsylla,NA,,,",",Hormopsylla
Insecta,Siphonaptera,Ischnopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",127,Lagaropsylla,NA,,,",",Lagaropsylla
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",159,Doratopsylla,NA,,,",",Doratopsylla
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",163,Epitedia,NA,,,",",Epitedia
Insecta,Siphonaptera,Tungidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",171,Hectopsylla,NA,,,",",Hectopsylla
Insecta,Siphonaptera,Tungidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",172,Rhynchopsyllus,NA,,,",",Rhynchopsyllus
Insecta,Siphonaptera,Pulicidae,NA,Angola; Botswana; Burma; Egypt; Kenya; Madagascar; Senegal; South Africa; Tanzania; United States (Kansas); Zimbabwe,"Reviewed, 2011, Submitted by F. Shockley, SI.",186,Ctenocephalides,NA,,,",",Ctenocephalides
Insecta,Siphonaptera,Stephanocircidae,NA,Argentina; Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",196,Plocopsylla,NA,,,",",Plocopsylla
Insecta,Siphonaptera,Malacopsyllidae,NA,Argentina,"Reviewed, 2011, Submitted by F. Shockley, SI.",197,Malacopsylla,NA,,,",",Malacopsylla
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Argentina,"Reviewed, 2011, Submitted by F. Shockley, SI.",200,Parapsyllus,NA,,,",",Parapsyllus
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Argentina; Mexico; Trinidad; Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",211,Polygenis,(Polygenis),,,",",Polygenis
Insecta,Siphonaptera,Pygiopsyllidae,NA,Australia; New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",239,Pygiopsylla,NA,,,",",Pygiopsylla
Insecta,Siphonaptera,Chimaeropsyllidae,NA,Botswana; South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",249,Chiastopsylla,NA,,,",",Chiastopsylla
Insecta,Siphonaptera,Chimaeropsyllidae,NA,Botswana; South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",250,Epirimia,NA,,,",",Epirimia
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Botswana; South Africa; Zimbabwe,"Reviewed, 2011, Submitted by F. Shockley, SI.",251,Dinopsyllus,(Dinopsyllus),,,",",Dinopsyllus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Botswana; South Africa; Zimbabwe,"Reviewed, 2011, Submitted by F. Shockley, SI.",255,Listropsylla,NA,,,",",Listropsylla
Insecta,Siphonaptera,Pulicidae,NA,Botswana,"Reviewed, 2011, Submitted by F. Shockley, SI.",260,Echidnophaga,NA,,,",",Echidnophaga
Insecta,Siphonaptera,Pulicidae,NA,Botswana; Namibia; South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",263,Procaviopsylla,NA,,,",",Procaviopsylla
Insecta,Siphonaptera,Pulicidae,NA,Botswana; Ghana; Mauritania; Saudi Arabia,"Reviewed, 2011, Submitted by F. Shockley, SI.",265,Synosternus,NA,,,",",Synosternus
Insecta,Siphonaptera,Pulicidae,NA,Brazil; Netherlands; United States (Arkansas),"Reviewed, 2011, Submitted by F. Shockley, SI.",287,Pulex,(Pulex),,,",",Pulex
Insecta,Siphonaptera,Ceratophyllidae,NA,Canada (Ontario); United States (Kansas),"Reviewed, 2011, Submitted by F. Shockley, SI.",320,Pleochaetis,NA,,,",",Pleochaetis
Insecta,Siphonaptera,Ceratophyllidae,NA,"Canada (Alberta, British Columbia); United States (California, Colorado, Florida, Kansas, Maine, Maryland, Massachusetts, Montana, New York, Oregon, South Carolina)","Reviewed, 2011, Submitted by F. Shockley, SI.",324,Orchopeas,NA,,,",",Orchopeas
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"Canada (Alberta); United States (Colorado, Montana)","Reviewed, 2011, Submitted by F. Shockley, SI.",355,Megarthroglossus,NA,,,",",Megarthroglossus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"China; United States (Idaho, Montana, North Dakota, Oregon, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.",373,Neopsylla,NA,,,",",Neopsylla
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Colombia; Mexico; Panama; United States (Texas),"Reviewed, 2011, Submitted by F. Shockley, SI.",379,Rhopalopsyllus,NA,,,",",Rhopalopsyllus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Congo; Denmark (Iceland); Germany; Korea; Mexico; Rwanda,"Reviewed, 2011, Submitted by F. Shockley, SI.",385,Ctenophthalmus,NA,,,",",Ctenophthalmus
Insecta,Siphonaptera,Leptopsyllidae,NA,Egypt,"Reviewed, 2011, Submitted by F. Shockley, SI.",401,Mesopsylla,NA,,,",",Mesopsylla
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Egypt; United States (Virginia); Zimbabwe,"Reviewed, 2011, Submitted by F. Shockley, SI.",403,Stenoponia,NA,,,",",Stenoponia
Insecta,Siphonaptera,Pulicidae,NA,Egypt; Ivory Coast; Namibia; South Africa; South Vietnam,"Reviewed, 2011, Submitted by F. Shockley, SI.",411,Xenopsylla,NA,,,",",Xenopsylla
Insecta,Siphonaptera,Ceratophyllidae,NA,Germany,"Reviewed, 2011, Submitted by F. Shockley, SI.",435,Citellophilus,NA,,,",",Citellophilus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Germany,"Reviewed, 2011, Submitted by F. Shockley, SI.",437,Palaeopsylla,NA,,,",",Palaeopsylla
Insecta,Siphonaptera,Ceratophyllidae,NA,Iran,"Reviewed, 2011, Submitted by F. Shockley, SI.",482,Nosopsyllus,(Gerbillophilus),,,",",Gerbillophilus
Insecta,Siphonaptera,Ceratophyllidae,NA,"Italy; Mexico; Senegal; Siberia; United States (Idaho, Michigan, Minnesota, Montana, Oklahoma, Oregon, Texas, Washington, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.",500,Ceratophyllus,NA,,,",",Ceratophyllus
Insecta,Siphonaptera,Ischnopsyllidae,NA,"Korea; Mexico; United States (Arizona, California, Texas)","Reviewed, 2011, Submitted by F. Shockley, SI.",523,Myodopsylla,NA,,,",",Myodopsylla
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"Mexico; United States (California, Idaho, Montana, New Mexico, Oregon, Utah, Washington)","Reviewed, 2011, Submitted by F. Shockley, SI.",583,Meringis,NA,,,",",Meringis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",599,Strepsylla,NA,,,",",Strepsylla
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Mozambique,"Reviewed, 2011, Submitted by F. Shockley, SI.",624,Dinopsyllus,(Dinopsyllus),,,",",Dinopsyllus
