Class,Subclass,Superorder,Order,Superfamily,Family,Subfamily,Genus,Species,Subgenus,Subspecies,Author,Males,Females,Nymphs,Larvae
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,ABDUSSALAMI,,,HOOGSTRAAL  MCCARTHY 1965,130,141,73,345
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,AFRICOLUMBAE,,,HOOGSTRAAL  KAISER  WALKER  LEDGER,11,14,118,607
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,ARBOREUS,,,KAISER  HOOGSTRAAL  KOHLS 1964,5196,5940,4372,1223
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,ARGAS,,,KOHLS  HOOGSTRAAL,0,,1,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,AUSTRALIENSIS,,,KOHLS HOOGSTRAL 1962,12,24,32,51
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,BEKLEMISCHEVI PROBABLY,,,POSPELOVA-SHTROM  VISAL-YEVA  SEMAS,6,3,3,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,BOUETI,,,ROUBAUD  COLAS-BELCOUR,1001,1236,3099,610
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,BREVIPES,,,BANKS,21,21,43,54
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,BRUMPTI,,,NEUMANN,147,184,221,65
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,BUBALORNIS,,,,6,5,8,90
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,CEYLONENSIS,,,HOOGSTRAAL  KAISER 1968,14,6,11,1
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,CONFUSUS,,,HOOGSTRAAL 1955,31,49,30,220
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,COOLEYI,,,KOHLS  HOOGSTRAAL 1960,599,603,1399,289
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,CORDIFORMIS,,,HOOGSTRAAL  KOHLS 1967,4,3,2,32
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,CUCUMERINUS,,,NEUMANN,146,74,424,4
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,DAVIESI,,,KAISER  HOOGSTRAAL 1973,66,68,61,800
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,DEWAE,,,KAISER  HOOGSTRAAL 1974,5,4,3,32
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,DISSIMILE,,,,,1,4,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,DULUS,,,KEIRANS  CLIFFORD  CAPRILES 1971,1,1,10,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,ECHINOPS,,,HOOGSTRAAL  UILENBERG  BLANC 1967,19,23,34,20
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,FALCO,,,KAISER  HOOGSTRAAL 1974,31,44,62,414
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,GIGANTEUS,,,KOHLS  CLIFFORD 1968,0,0,9,198
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,GILCOLLADOI,,,,,,,3
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,HERMANNI,,,AUDOUIN,992,846,2115,2088
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,HIMALAYENSIS,,,HOOGSTRAAL  KAISER 1973,0,0,0,2
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,HOOGSTRAALI,,,MOREL  VASSILIADES,40,45,40,73
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,JAPONICUS,,,YAMAGUTI  CLIFFORD  TIPTON 1968,43,54,27,69
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,LAGENOPLASTIS,,,FROGGATT,389,558,481,64
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,LATUS,,,FILIPPOVA,5,4,0,2
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,LGENOPLASTIS,,,FROGGATT,9,8,11,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,LOWRYAE,,,Kaiser & Hoogstraal 1975,3,8,11,69
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,MACRODERMAE,,,,0,0,17,4
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,MACROSTIGMATUS,,,,0,2,2,3
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,MAGNUS,,,NEUMANN,3,2,1,20
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,MINIATUS,,,KOCH,123,128,112,274
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,MONACHUS,,,KEIRANS  CLIFFORD  RADOVSKY,80,88,40,1
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,MONOLAKENSIS,,,,11,11,25,155
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,MORELI,,,"Keirans, Hoogstraal & Clifford 1979",28,26,3,13
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,NEGHMEI,,,KOHLS  HOOGSTRAAL 1961,88,45,230,11
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,NULLARBORENSIS,,,HOOGSTRAAL  KAISER 1973,6,0,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,PERINGUEYI,,,,240,230,175,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,persicargas,,keiransi,,,,,2
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,PERSICUS,,,(OKEN 1818),11236,10025,12740,4959
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,PERSIUS,,,(OKEN),0,0,2,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,POLONICUS,,,"Siuda, Hoogstraal, Clifford & Wassef, 1979",15,7,12,157
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,PUSILLUS,,,KOHLS,45,38,231,1025
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,RADIATUS,,,RAILLIET,1571,1477,1863,1402
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,REFLEXUS,,,(FABRICIUS 1794),246,328,372,235
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,REFLEXUS,,INDICUS,WARBURTON,1,2,1,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,REFLEXUS,,REFLEXUS,FABRICUS,4,1,0,30
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,RICEI,,,HOOGSTRAAL  KAISER  CLIFFORD  KEIRA 1975,133,79,224,6
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,ROBERTSI,,,HOOGSTRAAL  KAISER  KOHLS,1658,1318,1848,1345
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,ROBERTSI (PERSICARGAS),,,,3,1,2,4
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,SANCHEXI,,,,1,0,1,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,SANCHEZI,,,DUGES,789,681,1085,384
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,SP,,DALEI PROBABLY,,0,0,0,7
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,SP,,,,207,193,1339,1281
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,SP.,,,(CARIOS),0,0,0,2
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,STREPTOPELIA,,,KAISER  HOOGSTRAAL  HORNER 1970,216,197,330,649
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,TESTUDO,,ROSSI,,0,0,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,THEILERAE,,,HOOGSTRAAL  KAISER 1970,18,21,8,210
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,TRANSGARIEPINUS,,,(WHITE),225,147,300,678
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,TRANSGARIEPINUS,,WHITE,(WHITE),0,0,0,2
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,TRANSVERSUS,,,BANKS,103,102,210,5
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,TRIDENTATUS,,,FILIPPOVA,1,1,0,2
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,TYTO,,,,8,4,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,VESPERTILIONIS,,,(LATREILLE),134,254,349,1052
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,VESPERTILIONIS  PUSILLUS PROBA,,,(LATREILLE),0,0,0,20
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,VULGARIS,,,FILIPPOVA,7,8,0,30
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,WALKARAE,,,KAISER  HOOGSTRAAL  KOHLS 1969,373,320,381,616
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,ZUMPTI,,,HOOGSTRAAL  KAISER  KOHLS 1968,92,102,142,16
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Argas,,,daviesi,KAISER  HOOGSTRAAL 1973,,1,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Carios,batuensis,,,,0,0,0,40
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Carios,capensis,,,(Neumann),7,7,29,16
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Carios,fonsecai,,,"M. B. Labruna & J. M. Venzal, 2009",2,2,0,15
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Carios,KELLEYI,,,COOLEY AND KOHLS,,,3,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Carios,rioplatensis,,,,1,1,2,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Carios,rondoniensis,,,"Labruna, 2007",4,4,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,Carios,vespertilionis,,,,,,,2
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,(RETICULINASUS),,,,,,,21
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,(RETICULINASUS) SP.,,,,,,,25
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,ACINUS,,,WHITTICK,1,2,5,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,AFRIMEROPSIS,,,HOOGSTRAAL  KEIRANS  CLIFFORD  VAN,28,25,12,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,ALACTAGALIS,,,ISSAAKJAN,5,6,0,12
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,AMBLUM,,,CHAMBERLIN,1,1,15,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,AMBLUS,,,CHAMBERLAIN,144,182,274,76
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,ANDUZEI,,,"MATHESON, 1941",1,1,6,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,APERTUS,,,WALTON,5,4,1,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,AQUILAE,,,COOLEY 1944,5,5,5,66
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,ARENICOLOUS,,,HOOGSTRAAL 1953,354,304,620,175
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,ASPERUS,,,WARBURTON,11,10,1,9
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,AZ,,,,,,,2
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,AZTECI,,,MATHESON 1935,6,6,8,558
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,BATUENSIS,,,HIRST,50,63,83,549
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,BOLIVIENSIS,,,KOHLS  CLIFFORD 1964,54,83,69,241
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,BRASILIENSIS,,,ARAGAO,3,6,3,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,BRODYI,,,MATHESON,10,13,14,38
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,CANESTRINI,,,(BIRULA),4,7,9,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,CANESTRINII,,,(BIRULA),7,13,13,34
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,CAPENSIS,,,NEUMANN,4842,3877,2296,4017
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,CASEBEERI,,,JONES  CLIFFORD,1,1,0,35
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,CHIRONECTES,,,JONES  CLIFFORD,0,0,0,22
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,CHIROPTERPHILA,,,DHANDA  RAJAGOPALAN,0,0,0,8
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,CLARKI,,,JONES  CLIFFORD,0,0,0,4
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,COLLOCALIAE,,,HOOGSTRAAL  KADARSAN  KAISER  VAN PEENEN 1974,11,11,2,69
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,COMPACTUS,,,WALTON,0,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,CONCANENSIS,,,COOLEY  KOHLS 1941,53,42,107,297
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,CONICEPS,,,CANESTRINI,168,108,630,91
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,COOLEYI,,,MCIVOR,0,2,1,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,CORIACEUS,,,KOCH,93,86,405,1030
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,DARWINI,,,KOHLS  CLIFFORD  HOOGSTRAAL,3,1,48,20
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,DELANCEI,,ACINUS,WHITTICK,1,1,1,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,DELANOEI,,DELANOEI,ROUBAUD  COLAS-BELCOUR,0,0,0,1
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,DELANOEI,,,ROUBAUD  COLAS-BELCOUR,16,22,232,98
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,DEMNARKI,,,KOHLS  SONENSHINE  CLIFFORD,1927,1603,724,378
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,DUGESI,,,MAZZOTTI,2,7,2,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,DUSBABEKI,,,CERNY,0,1,1,19
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,DYERI,,,COOLEY  KOHLS,15,13,43,54
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,EBORIS,,,THEILER,10,8,16,17
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,ECHIMYS,,,KOHLS  CLIFFORD  JONES,0,0,0,61
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,ELONGATUS,,,KOHLS  SONENSHINE  CLIFFORD,0,0,0,1
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,EPTESICUS,,,KOHLS  CLIFFORD  JONES,0,0,0,22
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,EREMICUS,,,COOLEY  KOHLS 1941,0,0,1,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,ERRATICUS,,,"(Lucas, 1849)",3093,2750,3829,329
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,FAINI,,,HOOGSTRAAL 1960,352,309,274,420
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,FOLEYI,,,PARROT,414,351,2017,62
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,FURCOSUS,,,NEUMANN,15,19,32,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,GALAPAGENSIS,,,KOHLS  CLIFFORD  HOOGSTRAAL,304,122,358,27
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,GRAINGERI,,,HEISCH  GUGGISBERG,8,12,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,GRENIERI,,,KLEIN,3,3,1,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,guaporensis,,,,1,1,0,10
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,GURNEYI,,,WARBURTON,40,35,47,614
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,HASEI,,,(SCHULZE),41,37,141,7539
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,HERMSI,,,WHEELER  HERMS  MEYER,42,51,93,101
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,INDICA,,,RAU  RAO 1971,0,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,KELLEYI,,,COOLEY  KOHLS 1941,41,54,59,472
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,KNOXJONESI,,,JONES  CLIFFORD,0,0,0,55
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,LAHORENSIS,,,NEUMANN,97,181,431,215
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,MACMILLANI,,,HOOGSTRAAL  KOHLS 1966,55,65,40,203
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,MADAGASCARIENSIS,,,HOOGSTRAAL 1962,0,0,0,3
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,MARINKELLEI,,,KOHLS  CLIFFORD  JONES,0,0,0,54
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,MARITIMUS,,,VERMEIL  MARGUET,237,248,188,205
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,MARMOSAE,,,JONES  CLIFFORD,0,0,0,652
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,MAROCANUS,,,(LUCAS),8,6,10,9
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,MEGNINI,,,,2,2,18,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,MIMON,,,KOHLS  CLIFFORD  JONES,0,0,0,39
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,MORMOOPS,,,KOHLS  CLIFFORD  JONES,0,0,0,10
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,MOUBATA,,,(MURRAY),249,148,1519,2
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,MOUBATA,,PORCINUS,WALTON,362,220,367,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,MOUBATA,,MOUBATA,(MURRAY),78,95,119,30
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,MOUBATA,,DOMESTICUS,(WALTON),4,3,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,MUESEBECKI,,,HOOGSTRAAL,187,203,159,3
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,N. SP.,,,,,,,256
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,N. SP. #1,,,,,,,348
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,N. SP. #2,,,,,,,1
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,NEREENSIS,,,PAVLOVSKY,3,3,0,25
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,NICOLLEI,,,MOOSER,23,30,76,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,NORMANDI,,,LARROUSSE,60,129,18,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,PAPUENSIS,,,MOORHOUSE  HOOGSTRAAL  WOLF  CLIFFO,14,9,6,93
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,PARKERI,,,COOLEY 1936,164,160,528,210
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,PERENGUEYI,,,BEDFORD  HEWITT,5,13,6,3
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,PEROPTERYX,,,KOHLS  CLIFFORD  JONES,0,0,0,33
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,PERUVIANUS,,,KOHLS  CLIFFORD  JONES,0,0,0,6
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,PEUSI,,,(SCHULZE),10,6,16,6
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,PIRIFORMIS,,,WARBURTON,172,72,460,21
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,PORCINUS,,PORCINUS,WALTON,2,2,21,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,PORCINUS,,,WALTON,12,12,4,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,PUERTORICENSIS,,,FOX,15,3,151,1413
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,RENNELLENSIS,,,CLIFFORD  SONENSHINE,0,0,0,22
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,RETICULINANSUS,,,,,,,3
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,RETICULINANSUS SP.,,,,,1,,71
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,ROSSI,,,KOHLS  SONENSHINE  CLIFFORD,0,16,10,59
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,ROSTRATUS,,,ARAGAO,36,44,81,501
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,RUDIS,,,KARSCH,102,85,70,132
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,SALAHI,,,HOOGSTRAAL 1953,492,363,1001,393
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,SAVIGNYI,,,(AUDOUIN),738,722,2886,28
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,SERRAI,,,,,,,1
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,SETOSUS,,,KOHLS  CLIFFORD  JONES,0,0,0,60
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,SOLOMONIS,,,DUMBLETON,0,0,0,19
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,SONRAI,,,,9,7,42,15
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,SP,,,,123,135,298,2627
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,SPARNUS,,,KOHLS  CLIFFORD 1963,47,37,161,91
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,SPHENISCUS,,,,4,6,13,29
